,TravelMotives,Population,TravelModes,RegionCharacteristics,Periods,Trip in a year,Km travelled in a year,Hours travelled in a year,UserId
349,2820740,A048709,A048584,PV26    ,2021JJ00,       .,       .,       .,870
350,2030230,A048709,T001093,PV21    ,2018JJ00,     153,    2097,    71.5,861
351,2820740,A048710,A018986,PV21    ,2021JJ00,       .,       .,       .,1622
352,2030200,A048709,T001093,PV21    ,2019JJ00,     200,    1455,    53.5,560
353,2030250,A048709,A018981,PV31    ,2018JJ00,       .,       .,       .,3009
354,2030220,A048710,A018981,PV30    ,2022JJ00,       .,       .,       .,3350
355,2030190,A048709,A048583,PV27    ,2018JJ00,      12,     146,     4.1,2340
356,2030220,A048709,A018982,PV20    ,2022JJ00,       .,       .,       .,525
357,2030230,A048710,T001093,PV22    ,2022JJ00,     155,    2275,    85.9,1723
358,2030230,A048710,A018982,PV23    ,2018JJ00,       .,       .,       .,2482
359,2030220,A048710,A018985,PV29    ,2022JJ00,       .,       .,       .,1518
360,2030190,A048709,A018986,PV31    ,2022JJ00,       .,       .,       .,2983
361,2030190,A048710,A048583,PV24    ,2022JJ00,      14,       .,     4.3,3337
362,2030220,A048709,A018981,PV29    ,2018JJ00,       .,       .,       .,3293
363,2030170,A048710,A048583,PV31    ,2021JJ00,      84,    1696,    33.5,958
364,2030230,A048709,A018986,PV23    ,2018JJ00,       .,       .,       .,1719
365,2820740,A048709,A048584,PV22    ,2022JJ00,       .,       .,       .,3402
366,2030210,A048709,A018985,PV30    ,2022JJ00,       .,       .,       .,2144
367,2030240,A048709,A048584,PV27    ,2022JJ00,       .,       .,       .,1768
368,2030190,A048710,A018982,PV21    ,2018JJ00,       .,       .,       .,501
369,2030240,A048710,A018982,PV23    ,2019JJ00,       .,       .,       .,2295
370,2030190,A048710,A018981,PV26    ,2021JJ00,       .,       .,       .,1673
371,2030220,A048710,A048584,PV22    ,2021JJ00,      24,     583,    11.6,2821
372,2030170,A048709,A018982,PV26    ,2019JJ00,       .,       .,,2445
373,2030170,A048709,A048584,PV30    ,2018JJ00,       8,     169,     3.8,3056
374,2030170,A048709,A048584,PV25    ,2018JJ00,       6,     173,     3.3,1890
375,2030240,A048709,T001093,PV27    ,2020JJ00,      92,     689,    97.5,946
376,2030230,A048710,A048584,PV29    ,2018JJ00,      38,     624,    15.4,3358
377,2030210,A048709,A048583,PV23    ,2018JJ00,       .,       .,       .,1955
378,2820740,A048709,A018986,PV26    ,2020JJ00,       .,       .,       .,2443
379,2030200,A048710,A018984,PV20    ,2021JJ00,      56,     109,    11.2,1625
380,2820740,A048709,T001093,PV30    ,2020JJ00,      28,     667,    13.9,890
381,2030210,A048709,A048584,PV23    ,2020JJ00,       .,       .,       .,3034
382,2030170,A048709,A018984,PV25    ,2020JJ00,      41,     169,    11.6,2011
383,2030210,A048710,A018982,PV25    ,2020JJ00,       .,       .,       .,1769
384,2030210,A048709,T001093,PV26    ,2020JJ00,      31,     363,    15.9,393
385,2030200,A048709,A018986,PV25    ,2020JJ00,       .,       .,       .,659
386,2030170,A048710,A048584,PV26    ,2021JJ00,       4,      89,     2.1,2191
387,2820740,A048710,A018982,PV30    ,2021JJ00,       .,       .,       .,2083
388,2030240,A048709,A018986,PV29    ,2018JJ00,       .,       .,       .,2321
389,2030170,A048710,A048583,PV25    ,2021JJ00,      75,    1733,    34.8,1077
390,2030240,A048709,A048584,PV21    ,2021JJ00,       .,       .,       .,901
391,2030170,A048710,T001093,PV26    ,2020JJ00,     127,    2385,    59.8,1849
392,2030220,A048709,A048583,PV28    ,2018JJ00,      38,    1059,    20.7,2550
393,2030230,A048709,A018981,PV30    ,2019JJ00,       .,       .,       .,271
394,2030220,A048709,A048584,PV23    ,2021JJ00,      18,     439,     9.5,1432
395,2820740,A048710,A018982,PV21    ,2020JJ00,       .,       .,       .,2331
396,2030240,A048710,A018985,PV21    ,2021JJ00,      82,     276,    60.6,2906
397,2030170,A048709,A048584,PV24    ,2022JJ00,       .,       .,       .,3066
398,2030230,A048709,A018984,PV28    ,2021JJ00,      36,     169,    17.1,2501
399,2820740,A048709,A018982,PV23    ,2021JJ00,       .,       .,       .,2777
400,2030200,A048709,A018986,PV23    ,2019JJ00,       .,       .,       .,3036
401,2030210,A048709,A018984,PV24    ,2018JJ00,      24,     150,    10.0,197
402,2030190,A048710,T001093,PV27    ,2021JJ00,      32,     293,    11.0,2445
403,2030200,A048710,A018982,PV28    ,2019JJ00,       9,      59,     4.2,1573
404,2030250,A048709,A018986,PV27    ,2019JJ00,       .,       .,       .,1863
405,2030170,A048709,A048584,PV27    ,2022JJ00,       4,      82,     1.8,1721
406,2030170,A048710,A018981,PV25    ,2019JJ00,       9,     333,     9.7,2231
407,2030190,A048709,A018981,PV28    ,2022JJ00,       .,       .,       .,1382
408,2030250,A048709,A018981,PV30    ,2018JJ00,       .,       .,       .,1217
409,2820740,A048710,A018986,PV28    ,2020JJ00,       5,     126,     2.7,758
410,2030210,A048709,A018986,PV30    ,2020JJ00,       .,       .,       .,3176
411,2030200,A048709,A018982,PV25    ,2019JJ00,       .,       .,       .,2511
412,2820740,A048710,T001093,PV26    ,2021JJ00,      24,     599,    13.0,2472
413,2030170,A048709,A018981,PV30    ,2020JJ00,       .,       .,       .,1380
414,2030210,A048710,A018981,PV27    ,2019JJ00,       6,     212,     6.9,77
415,2030220,A048710,A018985,PV31    ,2018JJ00,      16,      17,     3.0,2188
416,2030210,A048710,A018986,PV23    ,2022JJ00,       .,       .,       .,3066
417,2030250,A048709,A018984,PV21    ,2022JJ00,       .,       .,       .,2851
418,2030250,A048710,T001093,PV26    ,2018JJ00,     121,    1216,    36.2,3371
419,2030190,A048710,A018984,PV27    ,2019JJ00,       8,      23,     2.1,1520
420,2030210,A048710,A018985,PV23    ,2022JJ00,       .,       .,       .,786
421,2030190,A048710,A018985,PV26    ,2018JJ00,       .,       .,       .,401
422,2030220,A048710,A018985,PV31    ,2021JJ00,      17,      17,     3.5,111
423,2030200,A048709,A018981,PV21    ,2020JJ00,       .,       .,       .,1198
424,2820740,A048710,A018986,PV22    ,2019JJ00,       .,       .,       .,3036
425,2030220,A048709,A048584,PV22    ,2020JJ00,       .,       .,       .,723
426,2030170,A048709,A018982,PV25    ,2021JJ00,       .,       .,       .,3346
427,2030210,A048709,A048584,PV30    ,2019JJ00,       .,       .,       .,2161
428,2030200,A048710,A048583,PV29    ,2021JJ00,      91,    1185,    26.0,2308
429,2030190,A048709,A018985,PV30    ,2020JJ00,       .,       .,       .,3260
430,2030240,A048710,A048584,PV24    ,2018JJ00,       .,       .,       .,145
431,2030170,A048709,A018982,PV27    ,2019JJ00,      16,     247,    11.8,230
432,2030240,A048710,A018985,PV28    ,2018JJ00,      39,     131,    32.6,2299
433,2030240,A048710,A018984,PV20    ,2019JJ00,       .,       .,       .,681
434,2030240,A048709,T001093,PV26    ,2022JJ00,     103,     734,    98.4,702
435,2820740,A048709,A018986,PV23    ,2021JJ00,       .,       .,       .,1774
436,2820740,A048709,A018985,PV31    ,2018JJ00,       .,       .,       .,2349
437,2030220,A048710,A018981,PV23    ,2021JJ00,       .,       .,       .,2091
438,2820740,A048710,A018984,,2020JJ00,       .,       .,       .,2499
439,2820740,A048709,A018981,PV28    ,2022JJ00,       .,       .,       .,147
440,2030170,A048709,A048584,PV24    ,2020JJ00,       .,       .,       .,1263
441,2030240,A048709,A048584,PV26    ,2021JJ00,       4,     117,     6.2,3319
442,2030250,A048710,A018986,PV21    ,2018JJ00,       .,       .,       .,791
443,2820740,A048709,A048584,PV31    ,2021JJ00,       .,       .,       .,2935
444,2030190,,A018982,PV22    ,2022JJ00,       .,       .,       .,3368
445,2030240,A048709,T001093,PV24    ,2019JJ00,      60,     578,    62.7,2396
446,2030220,A048709,A018981,PV29    ,2021JJ00,       .,       .,       .,2374
447,2030190,A048710,A018981,PV22    ,2020JJ00,       .,       .,       .,3245
448,2030200,A048709,A018982,PV29    ,2021JJ00,       .,       .,       .,734
449,2030210,A048709,A018986,PV24    ,2020JJ00,       .,       .,       .,1680
450,2820740,A048709,A018982,PV20    ,2021JJ00,       .,       .,       .,3306
451,2030220,A048710,A048583,PV30    ,2019JJ00,      43,    1069,    20.9,469
452,2030230,A048709,A018982,PV28    ,2022JJ00,       6,      66,     5.1,1232
453,2030250,A048710,T001093,PV26    ,2021JJ00,     116,    1135,    33.8,3337
454,2030170,A048709,A018985,PV21    ,2021JJ00,       .,       .,       .,1880
455,2030190,A048709,A018984,PV22    ,2021JJ00,       .,       .,       .,892
456,2030170,A048710,A018981,PV25    ,2022JJ00,       7,     332,     8.7,3056
457,2030230,A048710,A018986,PV28    ,2018JJ00,       6,       .,     4.6,3028
458,2030250,A048710,A018981,PV26    ,2021JJ00,       .,       .,       .,3091
459,2820740,A048709,A048584,PV23    ,2020JJ00,       .,       .,       .,1404
460,2030200,A048710,A018984,PV30    ,2020JJ00,      52,     107,     9.7,1584
461,2820740,A048710,A018981,PV30    ,2021JJ00,       .,       .,       .,1451
462,2030240,A048709,A018986,PV20    ,2021JJ00,       .,       .,       .,1032
463,2820740,A048710,A018984,PV25    ,2021JJ00,       .,       .,       .,1736
464,2030190,A048710,A018986,PV23    ,2019JJ00,       .,       .,       .,2446
465,2030230,A048709,A018981,PV29    ,2018JJ00,       .,       .,       .,1394
466,2030230,A048710,A018982,PV29    ,2019JJ00,       .,       .,       .,2037
467,2030220,A048710,A018986,PV27    ,2021JJ00,       .,       .,       .,3477
468,2030250,A048710,A048583,PV28    ,2018JJ00,      49,     564,    15.4,796
469,2030250,A048709,A018986,PV30    ,2019JJ00,       .,       .,       .,772
470,2030210,A048709,A018984,PV26    ,2022JJ00,      29,     139,    10.4,3016
471,2030250,A048709,A048584,PV24    ,2019JJ00,       .,       .,       .,2357
472,2030200,A048710,A018984,PV20    ,2022JJ00,      66,     146,    13.5,2921
473,2030190,A048710,T001093,PV29    ,2018JJ00,      25,       .,     6.5,724
474,2030170,A048709,A018981,PV22    ,2018JJ00,       .,       .,       .,3104
475,2820740,A048710,A018986,PV31    ,2020JJ00,       .,       .,       .,472
476,2030220,A048709,T001093,PV22    ,2019JJ00,     103,    2327,    55.7,418
477,2030200,A048710,T001093,PV30    ,2019JJ00,     202,    1147,    46.6,3414
478,2030220,A048710,A018985,PV31    ,2022JJ00,      17,      20,     3.8,971
479,2030190,A048710,A018981,PV20    ,2018JJ00,       .,       .,       .,2996
480,2030200,A048709,A018986,PV31    ,2020JJ00,       .,       .,       .,1827
481,2030170,A048709,A018986,PV21    ,2022JJ00,       .,       .,       .,3350
482,2030220,A048709,A018986,PV26    ,2019JJ00,       .,       .,       .,2266
483,2030210,A048709,A018986,PV24    ,2018JJ00,       .,       .,       .,3007
484,2030210,A048710,T001093,PV31    ,2020JJ00,      37,     372,    13.5,3370
485,2030220,A048709,A048584,PV30    ,2019JJ00,      21,     654,    11.8,3044
486,2030170,A048710,A048584,PV26    ,2022JJ00,       4,      85,     2.0,2631
487,2030200,A048710,T001093,PV31    ,2020JJ00,     206,    1031,    44.2,1248
488,2030240,A048709,A018985,PV21    ,2021JJ00,      85,     288,    63.2,2953
489,2030250,A048710,A018981,PV29    ,2021JJ00,       .,       .,       .,2094
490,2030220,A048710,A018986,PV21    ,2020JJ00,       .,       .,       .,2707
491,2030190,A048709,A018986,PV25    ,2022JJ00,       .,       .,       .,2778
492,2030220,A048709,A018982,PV22    ,2019JJ00,       .,       .,       .,1969
493,2030210,A048709,A018985,PV24    ,2018JJ00,       .,       .,       .,3459
494,2030240,A048710,A018981,PV27    ,2019JJ00,       .,       .,       .,3098
495,2030250,A048710,T001093,PV20    ,2018JJ00,     100,     951,    28.2,784
496,2030170,A048709,T001093,PV24    ,2022JJ00,     163,    3694,    80.9,469
497,2820740,A048710,A018981,PV29    ,2018JJ00,       .,       .,       .,3370
498,2030200,A048710,A048584,PV29    ,2021JJ00,       .,       .,       .,2732
499,2030190,A048709,A018985,PV30    ,2021JJ00,       .,       .,       .,2631
500,2030240,A048710,A018981,PV24    ,2021JJ00,       .,       .,       .,452
501,2820740,A048710,A018984,PV22    ,2019JJ00,       .,       .,       .,740
502,2030210,A048710,A018981,PV21    ,2019JJ00,       .,       .,       .,1750
503,2820740,A048710,A048583,PV29    ,2018JJ00,       .,       .,       .,1980
504,2030190,A048709,A018982,PV21    ,2022JJ00,       .,       .,       .,1055
505,2030210,A048710,A048584,PV30    ,2019JJ00,      10,      63,     2.4,632
506,2030230,A048710,A048583,PV22    ,2022JJ00,      57,    1033,    25.3,2305
507,2820740,A048710,A018985,PV20    ,2022JJ00,       .,       .,       .,42
508,2030210,A048709,A018981,PV26    ,2019JJ00,       .,       .,       .,111
509,2030170,A048709,A018981,PV25    ,2018JJ00,      11,     494,    13.1,674
510,2030230,A048709,A018984,PV31    ,2021JJ00,      28,     192,    17.0,106
511,2030250,A048709,A018985,PV28    ,2021JJ00,      21,      19,     4.1,3003
512,2030170,A048710,T001093,PV24    ,2018JJ00,     207,    5260,   116.9,543
513,2820740,A048709,A048584,PV24    ,2018JJ00,       .,       .,       .,711
514,2030210,A048709,A018986,PV30    ,2021JJ00,       .,       .,       .,3167
515,2030210,A048710,A018986,PV29    ,2019JJ00,       .,       .,       .,2700
516,2030240,A048709,A018981,PV23    ,2018JJ00,       .,       .,       .,1683
517,2030230,A048710,A018981,PV27    ,2021JJ00,       .,       .,       .,708
518,2820740,A048709,A048583,PV29    ,2021JJ00,       .,       .,       .,2381
519,2030170,A048709,A048584,PV29    ,2018JJ00,       .,       .,       .,928
520,2030220,A048710,A018984,PV22    ,2021JJ00,      26,      74,     6.3,1528
521,2030220,A048709,T001093,PV30    ,2022JJ00,     107,    1795,    46.3,274
522,2030220,A048710,T001093,PV24    ,2018JJ00,      91,    2303,    47.6,577
523,2030210,A048709,A018982,PV20    ,2018JJ00,       .,       .,       .,1324
524,2820740,A048709,A018984,PV21    ,2019JJ00,       .,       .,       .,698
525,2030190,A048709,A048584,PV31    ,2020JJ00,       .,       .,       .,2435
526,2030170,A048709,A048583,PV25    ,2018JJ00,     112,    3037,    60.5,1349
527,2030240,A048710,T001093,PV31    ,2018JJ00,      74,     636,    87.3,2933
528,2030240,A048710,A018981,PV30    ,2018JJ00,       .,       .,       .,2428
529,2030190,A048710,T001093,PV25    ,2019JJ00,      33,     308,    11.1,185
530,2030200,A048710,A048583,PV28    ,2019JJ00,      63,     459,    16.1,1317
531,2030240,A048710,A018984,PV28    ,2022JJ00,      12,     193,    23.0,588
532,2030170,A048710,A048583,PV30    ,2020JJ00,      83,    1676,    35.4,1042
533,2030190,A048709,A018981,PV30    ,2019JJ00,       .,       .,       .,3128
534,2030200,A048710,A048583,PV28    ,2018JJ00,      65,     512,    17.6,968
535,2030240,A048710,A018984,PV29    ,2018JJ00,      18,     321,    30.2,3337
536,2030210,A048710,A018981,PV28    ,2018JJ00,       5,     178,     5.7,2879
537,2030170,A048710,A048584,PV29    ,2022JJ00,       .,       .,       .,1707
538,2820740,A048709,T001093,PV29    ,2022JJ00,      43,     912,    19.2,1267
539,2030240,A048710,A018982,PV30    ,2021JJ00,       .,       .,       .,3386
540,2030200,A048709,A018984,PV20    ,2020JJ00,      64,     138,    13.3,2968
541,2030250,A048709,A018985,PV24    ,2020JJ00,       .,       .,       .,1533
542,2030190,A048710,A018981,PV28    ,2018JJ00,       .,       .,       .,97
543,2030240,A048709,A048584,PV26    ,2019JJ00,       .,       .,       .,903
544,2030250,A048710,T001093,PV30    ,2022JJ00,     116,    1016,    33.5,1309
545,2030200,A048710,A018984,PV22    ,2018JJ00,      53,     143,    12.3,2738
546,2820740,A048710,A048584,PV25    ,2021JJ00,       .,       .,       .,2544
547,2030190,A048709,A018984,PV21    ,2019JJ00,       .,       .,       .,680
548,2030170,A048709,A018985,PV22    ,2022JJ00,       .,       .,       .,3345
549,2030190,A048710,A018981,PV31    ,2018JJ00,       .,       .,       .,2346
550,2030240,A048710,A018985,PV30    ,2021JJ00,      94,     330,    78.1,3512
551,2030220,A048710,A018986,PV28    ,2022JJ00,       3,      36,     1.5,1356
552,2030220,A048710,A018986,PV30    ,2018JJ00,       .,       .,       .,684
553,2030190,A048709,A018985,PV21    ,2022JJ00,       .,       .,       .,1761
554,2030210,A048709,A048584,PV20    ,2019JJ00,       .,       .,       .,1997
555,2030170,A048710,A048583,PV23    ,2019JJ00,      95,    2324,    45.4,469
556,2030220,A048710,A018984,PV29    ,2018JJ00,       .,       .,       .,3108
557,2030190,A048709,A048583,PV29    ,2019JJ00,       .,       .,       .,3238
558,2030190,A048709,A018986,PV26    ,2018JJ00,       .,       .,       .,2779
559,2820740,A048710,A018986,PV30    ,2022JJ00,       7,     213,     4.4,973
560,2030230,A048709,A018982,PV22    ,2021JJ00,       .,       .,       .,516
561,2030240,A048709,A018984,PV29    ,2018JJ00,      18,     343,    32.1,965
562,2030200,A048710,A018984,PV31    ,2022JJ00,      43,     103,     8.8,3301
563,2820740,A048709,A048584,PV25    ,2022JJ00,       .,       .,       .,3025
564,2030240,A048709,T001093,PV31    ,2018JJ00,      75,     654,    89.3,2557
565,2030190,A048709,A018981,PV31    ,2018JJ00,       .,       .,       .,300
566,2030220,A048709,A018985,PV20    ,2022JJ00,       .,       .,       .,1803
567,2030220,A048710,A048584,PV23    ,2020JJ00,      19,     433,     9.3,3484
568,2820740,A048709,A018986,PV30    ,2022JJ00,       8,     228,     4.7,586
569,2030250,A048710,A048584,PV21    ,2018JJ00,       .,       .,       .,282
570,2030170,A048709,T001093,PV24    ,2018JJ00,     227,    5745,   127.7,1046
571,2030240,A048709,T001093,PV20    ,2020JJ00,      94,    1053,   107.1,2029
572,2030200,A048709,A018981,PV21    ,2019JJ00,       .,       .,       .,2811
573,2030230,A048709,A048583,PV30    ,2019JJ00,      60,    1024,    23.5,278
574,2030210,A048709,A018981,PV24    ,2018JJ00,       .,       .,       .,3425
575,2030230,A048709,A018985,PV21    ,2020JJ00,      19,      84,    14.0,3377
576,2030240,A048710,A018982,PV25    ,2021JJ00,       .,       .,       .,2105
577,2030240,A048709,A018981,PV24    ,2021JJ00,       .,       .,       .,388
578,2030190,A048709,A048583,PV27    ,2019JJ00,      10,     177,     4.2,3218
579,2030190,A048709,T001093,PV22    ,2020JJ00,      36,     319,     9.8,2516
